competencia,fator,arquivo_origem
1999-05-01,4.461546,11_2020_art_33_normal_gab-1.xlsx
1999-06-01,4.461546,11_2020_art_33_normal_gab-1.xlsx
1999-07-01,4.416499,11_2020_art_33_normal_gab-1.xlsx
1999-08-01,4.347377,11_2020_art_33_normal_gab-1.xlsx
1999-09-01,4.285239,11_2020_art_33_normal_gab-1.xlsx
1999-10-01,4.223157,11_2020_art_33_normal_gab-1.xlsx
1999-11-01,4.144824,11_2020_art_33_normal_gab-1.xlsx
1999-12-01,4.042545,11_2020_art_33_normal_gab-1.xlsx
2000-01-01,3.993426,11_2020_art_33_normal_gab-1.xlsx
2000-02-01,3.953104,11_2020_art_33_normal_gab-1.xlsx
2000-03-01,3.94561,11_2020_art_33_normal_gab-1.xlsx
2000-04-01,3.93852,11_2020_art_33_normal_gab-1.xlsx
2000-05-01,3.933405,11_2020_art_33_normal_gab-1.xlsx
2000-06-01,3.907225,11_2020_art_33_normal_gab-1.xlsx
2000-07-01,3.871223,11_2020_art_33_normal_gab-1.xlsx
2000-08-01,3.785672,11_2020_art_33_normal_gab-1.xlsx
2000-09-01,3.718,11_2020_art_33_normal_gab-1.xlsx
2000-10-01,3.692526,11_2020_art_33_normal_gab-1.xlsx
2000-11-01,3.678912,11_2020_art_33_normal_gab-1.xlsx
2000-12-01,3.664617,11_2020_art_33_normal_gab-1.xlsx
2001-01-01,3.636978,11_2020_art_33_normal_gab-1.xlsx
2001-02-01,3.619249,11_2020_art_33_normal_gab-1.xlsx
2001-03-01,3.60698,11_2020_art_33_normal_gab-1.xlsx
2001-04-01,3.578352,11_2020_art_33_normal_gab-1.xlsx
2001-05-01,3.538369,11_2020_art_33_normal_gab-1.xlsx
2001-06-01,3.52287,11_2020_art_33_normal_gab-1.xlsx
2001-07-01,3.472177,11_2020_art_33_normal_gab-1.xlsx
2001-08-01,3.416822,11_2020_art_33_normal_gab-1.xlsx
2001-09-01,3.386343,11_2020_art_33_normal_gab-1.xlsx
2001-10-01,3.373527,11_2020_art_33_normal_gab-1.xlsx
2001-11-01,3.32531,11_2020_art_33_normal_gab-1.xlsx
2001-12-01,3.300224,11_2020_art_33_normal_gab-1.xlsx
2002-01-01,3.2943,11_2020_art_33_normal_gab-1.xlsx
2002-02-01,3.288054,11_2020_art_33_normal_gab-1.xlsx
2002-03-01,3.282143,11_2020_art_33_normal_gab-1.xlsx
2002-04-01,3.278538,11_2020_art_33_normal_gab-1.xlsx
2002-05-01,3.255747,11_2020_art_33_normal_gab-1.xlsx
2002-06-01,3.220005,11_2020_art_33_normal_gab-1.xlsx
2002-07-01,3.16493,11_2020_art_33_normal_gab-1.xlsx
2002-08-01,3.101358,11_2020_art_33_normal_gab-1.xlsx
2002-09-01,3.029852,11_2020_art_33_normal_gab-1.xlsx
2002-10-01,2.951924,11_2020_art_33_normal_gab-1.xlsx
2002-11-01,2.832666,11_2020_art_33_normal_gab-1.xlsx
2002-12-01,2.676365,11_2020_art_33_normal_gab-1.xlsx
2003-01-01,2.606002,11_2020_art_33_normal_gab-1.xlsx
2003-02-01,2.550652,11_2020_art_33_normal_gab-1.xlsx
2003-03-01,2.510735,11_2020_art_33_normal_gab-1.xlsx
2003-04-01,2.469737,11_2020_art_33_normal_gab-1.xlsx
2003-05-01,2.459651,11_2020_art_33_normal_gab-1.xlsx
2003-06-01,2.476241,11_2020_art_33_normal_gab-1.xlsx
2003-07-01,2.493698,11_2020_art_33_normal_gab-1.xlsx
2003-08-01,2.498697,11_2020_art_33_normal_gab-1.xlsx
2003-09-01,2.483297,11_2020_art_33_normal_gab-1.xlsx
2003-10-01,2.457496,11_2020_art_33_normal_gab-1.xlsx
2003-11-01,2.446729,11_2020_art_33_normal_gab-1.xlsx
2003-12-01,2.435042,11_2020_art_33_normal_gab-1.xlsx
2004-01-01,2.42052,11_2020_art_33_normal_gab-1.xlsx
2004-02-01,2.401308,11_2020_art_33_normal_gab-1.xlsx
2004-03-01,2.391979,11_2020_art_33_normal_gab-1.xlsx
2004-04-01,2.378425,11_2020_art_33_normal_gab-1.xlsx
2004-05-01,2.368711,11_2020_art_33_normal_gab-1.xlsx
2004-06-01,2.359271,11_2020_art_33_normal_gab-1.xlsx
2004-07-01,2.347541,11_2020_art_33_normal_gab-1.xlsx
2004-08-01,2.330523,11_2020_art_33_normal_gab-1.xlsx
2004-09-01,2.318927,11_2020_art_33_normal_gab-1.xlsx
2004-10-01,2.314995,11_2020_art_33_normal_gab-1.xlsx
2004-11-01,2.311069,11_2020_art_33_normal_gab-1.xlsx
2004-12-01,2.300941,11_2020_art_33_normal_gab-1.xlsx
2005-01-01,2.28132,11_2020_art_33_normal_gab-1.xlsx
2005-02-01,2.268392,11_2020_art_33_normal_gab-1.xlsx
2005-03-01,2.258454,11_2020_art_33_normal_gab-1.xlsx
2005-04-01,2.242085,11_2020_art_33_normal_gab-1.xlsx
2005-05-01,2.221868,11_2020_art_33_normal_gab-1.xlsx
2005-06-01,2.206422,11_2020_art_33_normal_gab-1.xlsx
2005-07-01,2.208851,11_2020_art_33_normal_gab-1.xlsx
2005-08-01,2.208188,11_2020_art_33_normal_gab-1.xlsx
2005-09-01,2.208188,11_2020_art_33_normal_gab-1.xlsx
2005-10-01,2.204883,11_2020_art_33_normal_gab-1.xlsx
2005-11-01,2.192171,11_2020_art_33_normal_gab-1.xlsx
2005-12-01,2.180391,11_2020_art_33_normal_gab-1.xlsx
2006-01-01,2.171709,11_2020_art_33_normal_gab-1.xlsx
2006-02-01,2.163486,11_2020_art_33_normal_gab-1.xlsx
2006-03-01,2.158523,11_2020_art_33_normal_gab-1.xlsx
2006-04-01,2.152709,11_2020_art_33_normal_gab-1.xlsx
2006-05-01,2.150131,11_2020_art_33_normal_gab-1.xlsx
2006-06-01,2.14734,11_2020_art_33_normal_gab-1.xlsx
2006-07-01,2.148839,11_2020_art_33_normal_gab-1.xlsx
2006-08-01,2.14648,11_2020_art_33_normal_gab-1.xlsx
2006-09-01,2.146906,11_2020_art_33_normal_gab-1.xlsx
2006-10-01,2.143481,11_2020_art_33_normal_gab-1.xlsx
2006-11-01,2.134302,11_2020_art_33_normal_gab-1.xlsx
2006-12-01,2.125374,11_2020_art_33_normal_gab-1.xlsx
2007-01-01,2.112278,11_2020_art_33_normal_gab-1.xlsx
2007-02-01,2.101982,11_2020_art_33_normal_gab-1.xlsx
2007-03-01,2.093189,11_2020_art_33_normal_gab-1.xlsx
2007-04-01,2.084017,11_2020_art_33_normal_gab-1.xlsx
2007-05-01,2.078616,11_2020_art_33_normal_gab-1.xlsx
2007-06-01,2.073223,11_2020_art_33_normal_gab-1.xlsx
2007-07-01,2.066819,11_2020_art_33_normal_gab-1.xlsx
2007-08-01,2.060225,11_2020_art_33_normal_gab-1.xlsx
2007-09-01,2.048138,11_2020_art_33_normal_gab-1.xlsx
2007-10-01,2.043034,11_2020_art_33_normal_gab-1.xlsx
2007-11-01,2.036925,11_2020_art_33_normal_gab-1.xlsx
2007-12-01,2.028201,11_2020_art_33_normal_gab-1.xlsx
2008-01-01,2.008715,11_2020_art_33_normal_gab-1.xlsx
2008-02-01,1.994951,11_2020_art_33_normal_gab-1.xlsx
2008-03-01,1.984828,11_2020_art_33_normal_gab-1.xlsx
2008-04-01,1.974756,11_2020_art_33_normal_gab-1.xlsx
2008-05-01,1.962198,11_2020_art_33_normal_gab-1.xlsx
2008-06-01,1.943543,11_2020_art_33_normal_gab-1.xlsx
2008-07-01,1.926017,11_2020_art_33_normal_gab-1.xlsx
2008-08-01,1.914908,11_2020_art_33_normal_gab-1.xlsx
2008-09-01,1.910894,11_2020_art_33_normal_gab-1.xlsx
2008-10-01,1.908032,11_2020_art_33_normal_gab-1.xlsx
2008-11-01,1.898541,11_2020_art_33_normal_gab-1.xlsx
2008-12-01,1.891353,11_2020_art_33_normal_gab-1.xlsx
2009-01-01,1.885887,11_2020_art_33_normal_gab-1.xlsx
2009-02-01,1.873893,11_2020_art_33_normal_gab-1.xlsx
2009-03-01,1.868101,11_2020_art_33_normal_gab-1.xlsx
2009-04-01,1.864371,11_2020_art_33_normal_gab-1.xlsx
2009-05-01,1.854178,11_2020_art_33_normal_gab-1.xlsx
2009-06-01,1.843117,11_2020_art_33_normal_gab-1.xlsx
2009-07-01,1.835404,11_2020_art_33_normal_gab-1.xlsx
2009-08-01,1.831195,11_2020_art_33_normal_gab-1.xlsx
2009-09-01,1.829731,11_2020_art_33_normal_gab-1.xlsx
2009-10-01,1.826807,11_2020_art_33_normal_gab-1.xlsx
2009-11-01,1.822435,11_2020_art_33_normal_gab-1.xlsx
2009-12-01,1.815715,11_2020_art_33_normal_gab-1.xlsx
2010-01-01,1.811364,11_2020_art_33_normal_gab-1.xlsx
2010-02-01,1.795567,11_2020_art_33_normal_gab-1.xlsx
2010-03-01,1.783084,11_2020_art_33_normal_gab-1.xlsx
2010-04-01,1.770516,11_2020_art_33_normal_gab-1.xlsx
2010-05-01,1.757682,11_2020_art_33_normal_gab-1.xlsx
2010-06-01,1.750159,11_2020_art_33_normal_gab-1.xlsx
2010-07-01,1.752086,11_2020_art_33_normal_gab-1.xlsx
2010-08-01,1.753314,11_2020_art_33_normal_gab-1.xlsx
2010-09-01,1.754542,11_2020_art_33_normal_gab-1.xlsx
2010-10-01,1.74512,11_2020_art_33_normal_gab-1.xlsx
2010-11-01,1.729207,11_2020_art_33_normal_gab-1.xlsx
2010-12-01,1.711578,11_2020_art_33_normal_gab-1.xlsx
2011-01-01,1.701372,11_2020_art_33_normal_gab-1.xlsx
2011-02-01,1.685527,11_2020_art_33_normal_gab-1.xlsx
2011-03-01,1.676476,11_2020_art_33_normal_gab-1.xlsx
2011-04-01,1.665482,11_2020_art_33_normal_gab-1.xlsx
2011-05-01,1.653574,11_2020_art_33_normal_gab-1.xlsx
2011-06-01,1.644201,11_2020_art_33_normal_gab-1.xlsx
2011-07-01,1.640594,11_2020_art_33_normal_gab-1.xlsx
2011-08-01,1.640594,11_2020_art_33_normal_gab-1.xlsx
2011-09-01,1.633731,11_2020_art_33_normal_gab-1.xlsx
2011-10-01,1.626414,11_2020_art_33_normal_gab-1.xlsx
2011-11-01,1.621227,11_2020_art_33_normal_gab-1.xlsx
2011-12-01,1.612036,11_2020_art_33_normal_gab-1.xlsx
2012-01-01,1.60386,11_2020_art_33_normal_gab-1.xlsx
2012-02-01,1.595722,11_2020_art_33_normal_gab-1.xlsx
2012-03-01,1.589523,11_2020_art_33_normal_gab-1.xlsx
2012-04-01,1.586662,11_2020_art_33_normal_gab-1.xlsx
2012-05-01,1.576577,11_2020_art_33_normal_gab-1.xlsx
2012-06-01,1.567954,11_2020_art_33_normal_gab-1.xlsx
2012-07-01,1.563885,11_2020_art_33_normal_gab-1.xlsx
2012-08-01,1.557191,11_2020_art_33_normal_gab-1.xlsx
2012-09-01,1.550214,11_2020_art_33_normal_gab-1.xlsx
2012-10-01,1.54051,11_2020_art_33_normal_gab-1.xlsx
2012-11-01,1.529648,11_2020_art_33_normal_gab-1.xlsx
2012-12-01,1.521433,11_2020_art_33_normal_gab-1.xlsx
2013-01-01,1.510255,11_2020_art_33_normal_gab-1.xlsx
2013-02-01,1.496489,11_2020_art_33_normal_gab-1.xlsx
2013-03-01,1.488749,11_2020_art_33_normal_gab-1.xlsx
2013-04-01,1.479867,11_2020_art_33_normal_gab-1.xlsx
2013-05-01,1.471187,11_2020_art_33_normal_gab-1.xlsx
2013-06-01,1.466054,11_2020_art_33_normal_gab-1.xlsx
2013-07-01,1.461964,11_2020_art_33_normal_gab-1.xlsx
2013-08-01,1.463866,11_2020_art_33_normal_gab-1.xlsx
2013-09-01,1.461527,11_2020_art_33_normal_gab-1.xlsx
2013-10-01,1.457592,11_2020_art_33_normal_gab-1.xlsx
2013-11-01,1.448757,11_2020_art_33_normal_gab-1.xlsx
2013-12-01,1.440973,11_2020_art_33_normal_gab-1.xlsx
2014-01-01,1.430672,11_2020_art_33_normal_gab-1.xlsx
2014-02-01,1.421717,11_2020_art_33_normal_gab-1.xlsx
2014-03-01,1.412675,11_2020_art_33_normal_gab-1.xlsx
2014-04-01,1.401186,11_2020_art_33_normal_gab-1.xlsx
2014-05-01,1.390338,11_2020_art_33_normal_gab-1.xlsx
2014-06-01,1.382044,11_2020_art_33_normal_gab-1.xlsx
2014-07-01,1.378462,11_2020_art_33_normal_gab-1.xlsx
2014-08-01,1.376674,11_2020_art_33_normal_gab-1.xlsx
2014-09-01,1.374198,11_2020_art_33_normal_gab-1.xlsx
2014-10-01,1.3675,11_2020_art_33_normal_gab-1.xlsx
2014-11-01,1.362324,11_2020_art_33_normal_gab-1.xlsx
2014-12-01,1.355139,11_2020_art_33_normal_gab-1.xlsx
2015-01-01,1.346789,11_2020_art_33_normal_gab-1.xlsx
2015-02-01,1.327148,11_2020_art_33_normal_gab-1.xlsx
2015-03-01,1.311929,11_2020_art_33_normal_gab-1.xlsx
2015-04-01,1.292414,11_2020_art_33_normal_gab-1.xlsx
2015-05-01,1.283304,11_2020_art_33_normal_gab-1.xlsx
2015-06-01,1.270725,11_2020_art_33_normal_gab-1.xlsx
2015-07-01,1.261013,11_2020_art_33_normal_gab-1.xlsx
2015-08-01,1.253743,11_2020_art_33_normal_gab-1.xlsx
2015-09-01,1.250612,11_2020_art_33_normal_gab-1.xlsx
2015-10-01,1.244269,11_2020_art_33_normal_gab-1.xlsx
2015-11-01,1.234763,11_2020_art_33_normal_gab-1.xlsx
2015-12-01,1.221204,11_2020_art_33_normal_gab-1.xlsx
2016-01-01,1.210314,11_2020_art_33_normal_gab-1.xlsx
2016-02-01,1.192311,11_2020_art_33_normal_gab-1.xlsx
2016-03-01,1.181088,11_2020_art_33_normal_gab-1.xlsx
2016-04-01,1.175916,11_2020_art_33_normal_gab-1.xlsx
2016-05-01,1.168437,11_2020_art_33_normal_gab-1.xlsx
2016-06-01,1.157099,11_2020_art_33_normal_gab-1.xlsx
2016-07-01,1.151685,11_2020_art_33_normal_gab-1.xlsx
2016-08-01,1.14436,11_2020_art_33_normal_gab-1.xlsx
2016-09-01,1.140826,11_2020_art_33_normal_gab-1.xlsx
2016-10-01,1.139913,11_2020_art_33_normal_gab-1.xlsx
2016-11-01,1.137977,11_2020_art_33_normal_gab-1.xlsx
2016-12-01,1.137182,11_2020_art_33_normal_gab-1.xlsx
2017-01-01,1.135594,11_2020_art_33_normal_gab-1.xlsx
2017-02-01,1.130841,11_2020_art_33_normal_gab-1.xlsx
2017-03-01,1.128134,11_2020_art_33_normal_gab-1.xlsx
2017-04-01,1.124538,11_2020_art_33_normal_gab-1.xlsx
2017-05-01,1.12364,11_2020_art_33_normal_gab-1.xlsx
2017-06-01,1.119605,11_2020_art_33_normal_gab-1.xlsx
2017-07-01,1.122976,11_2020_art_33_normal_gab-1.xlsx
2017-08-01,1.121072,11_2020_art_33_normal_gab-1.xlsx
2017-09-01,1.121407,11_2020_art_33_normal_gab-1.xlsx
2017-10-01,1.121632,11_2020_art_33_normal_gab-1.xlsx
2017-11-01,1.117496,11_2020_art_33_normal_gab-1.xlsx
2017-12-01,1.115487,11_2020_art_33_normal_gab-1.xlsx
2018-01-01,1.112596,11_2020_art_33_normal_gab-1.xlsx
2018-02-01,1.110044,11_2020_art_33_normal_gab-1.xlsx
2018-03-01,1.108049,11_2020_art_33_normal_gab-1.xlsx
2018-04-01,1.107274,11_2020_art_33_normal_gab-1.xlsx
2018-05-01,1.104952,11_2020_art_33_normal_gab-1.xlsx
2018-06-01,1.100224,11_2020_art_33_normal_gab-1.xlsx
2018-07-01,1.084711,11_2020_art_33_normal_gab-1.xlsx
2018-08-01,1.082005,11_2020_art_33_normal_gab-1.xlsx
2018-09-01,1.082005,11_2020_art_33_normal_gab-1.xlsx
2018-10-01,1.078767,11_2020_art_33_normal_gab-1.xlsx
2018-11-01,1.074471,11_2020_art_33_normal_gab-1.xlsx
2018-12-01,1.077164,11_2020_art_33_normal_gab-1.xlsx
2019-01-01,1.075658,11_2020_art_33_normal_gab-1.xlsx
2019-02-01,1.0718,11_2020_art_33_normal_gab-1.xlsx
2019-03-01,1.066044,11_2020_art_33_normal_gab-1.xlsx
2019-04-01,1.057898,11_2020_art_33_normal_gab-1.xlsx
2019-05-01,1.051588,11_2020_art_33_normal_gab-1.xlsx
2019-06-01,1.050013,11_2020_art_33_normal_gab-1.xlsx
2019-07-01,1.049909,11_2020_art_33_normal_gab-1.xlsx
2019-08-01,1.048857,11_2020_art_33_normal_gab-1.xlsx
2019-09-01,1.0476,11_2020_art_33_normal_gab-1.xlsx
2019-10-01,1.048125,11_2020_art_33_normal_gab-1.xlsx
2019-11-01,1.047707,11_2020_art_33_normal_gab-1.xlsx
2019-12-01,1.04208,11_2020_art_33_normal_gab-1.xlsx
2020-01-01,1.029519,11_2020_art_33_normal_gab-1.xlsx
2020-02-01,1.027567,11_2020_art_33_normal_gab-1.xlsx
2020-03-01,1.025823,11_2020_art_33_normal_gab-1.xlsx
2020-04-01,1.02398,11_2020_art_33_normal_gab-1.xlsx
2020-05-01,1.026341,11_2020_art_33_normal_gab-1.xlsx
2020-06-01,1.028913,11_2020_art_33_normal_gab-1.xlsx
2020-07-01,1.025835,11_2020_art_33_normal_gab-1.xlsx
2020-08-01,1.021341,11_2020_art_33_normal_gab-1.xlsx
2020-09-01,1.017677,11_2020_art_33_normal_gab-1.xlsx
2020-10-01,1.0089,11_2020_art_33_normal_gab-1.xlsx
1994-07-01,9.524054,11_2021_art_33_normal_gab-1.xlsx
1994-08-01,8.97818,11_2021_art_33_normal_gab-1.xlsx
1994-09-01,8.513347,11_2021_art_33_normal_gab-1.xlsx
1994-10-01,8.386713,11_2021_art_33_normal_gab-1.xlsx
1994-11-01,8.233569,11_2021_art_33_normal_gab-1.xlsx
1994-12-01,7.972854,11_2021_art_33_normal_gab-1.xlsx
1995-01-01,7.801992,11_2021_art_33_normal_gab-1.xlsx
1995-02-01,7.673834,11_2021_art_33_normal_gab-1.xlsx
1995-03-01,7.59861,11_2021_art_33_normal_gab-1.xlsx
1995-04-01,7.492957,11_2021_art_33_normal_gab-1.xlsx
1995-05-01,7.351806,11_2021_art_33_normal_gab-1.xlsx
1995-06-01,7.167598,11_2021_art_33_normal_gab-1.xlsx
1995-07-01,7.039481,11_2021_art_33_normal_gab-1.xlsx
1995-08-01,6.870462,11_2021_art_33_normal_gab-1.xlsx
1995-09-01,6.801095,11_2021_art_33_normal_gab-1.xlsx
1995-10-01,6.722443,11_2021_art_33_normal_gab-1.xlsx
1995-11-01,6.629625,11_2021_art_33_normal_gab-1.xlsx
1995-12-01,6.53101,11_2021_art_33_normal_gab-1.xlsx
1996-01-01,6.424996,11_2021_art_33_normal_gab-1.xlsx
1996-02-01,6.332545,11_2021_art_33_normal_gab-1.xlsx
1996-03-01,6.287897,11_2021_art_33_normal_gab-1.xlsx
1996-04-01,6.269718,11_2021_art_33_normal_gab-1.xlsx
1996-05-01,6.226131,11_2021_art_33_normal_gab-1.xlsx
1996-06-01,6.12326,11_2021_art_33_normal_gab-1.xlsx
1996-07-01,6.04946,11_2021_art_33_normal_gab-1.xlsx
1996-08-01,5.984229,11_2021_art_33_normal_gab-1.xlsx
1996-09-01,5.983987,11_2021_art_33_normal_gab-1.xlsx
1996-10-01,5.97622,11_2021_art_33_normal_gab-1.xlsx
1996-11-01,5.963102,11_2021_art_33_normal_gab-1.xlsx
1996-12-01,5.946455,11_2021_art_33_normal_gab-1.xlsx
1997-01-01,5.894577,11_2021_art_33_normal_gab-1.xlsx
1997-02-01,5.802895,11_2021_art_33_normal_gab-1.xlsx
1997-03-01,5.778619,11_2021_art_33_normal_gab-1.xlsx
1997-04-01,5.712361,11_2021_art_33_normal_gab-1.xlsx
1997-05-01,5.678854,11_2021_art_33_normal_gab-1.xlsx
1997-06-01,5.661871,11_2021_art_33_normal_gab-1.xlsx
1997-07-01,5.622514,11_2021_art_33_normal_gab-1.xlsx
1997-08-01,5.617457,11_2021_art_33_normal_gab-1.xlsx
1997-09-01,5.617457,11_2021_art_33_normal_gab-1.xlsx
1997-10-01,5.584507,11_2021_art_33_normal_gab-1.xlsx
1997-11-01,5.565585,11_2021_art_33_normal_gab-1.xlsx
1997-12-01,5.519768,11_2021_art_33_normal_gab-1.xlsx
1998-01-01,5.481945,11_2021_art_33_normal_gab-1.xlsx
1998-02-01,5.434129,11_2021_art_33_normal_gab-1.xlsx
1998-03-01,5.433041,11_2021_art_33_normal_gab-1.xlsx
1998-04-01,5.42057,11_2021_art_33_normal_gab-1.xlsx
1998-05-01,5.42057,11_2021_art_33_normal_gab-1.xlsx
1998-06-01,5.408133,11_2021_art_33_normal_gab-1.xlsx
1998-07-01,5.393029,11_2021_art_33_normal_gab-1.xlsx
1998-08-01,5.393029,11_2021_art_33_normal_gab-1.xlsx
1998-09-01,5.393029,11_2021_art_33_normal_gab-1.xlsx
1998-10-01,5.393029,11_2021_art_33_normal_gab-1.xlsx
1998-11-01,5.393029,11_2021_art_33_normal_gab-1.xlsx
1998-12-01,5.393029,11_2021_art_33_normal_gab-1.xlsx
1999-01-01,5.340695,11_2021_art_33_normal_gab-1.xlsx
1999-02-01,5.279969,11_2021_art_33_normal_gab-1.xlsx
1999-03-01,5.055508,11_2021_art_33_normal_gab-1.xlsx
1999-04-01,4.957352,11_2021_art_33_normal_gab-1.xlsx
1999-05-01,4.955867,11_2021_art_33_normal_gab-1.xlsx
1999-06-01,4.955867,11_2021_art_33_normal_gab-1.xlsx
1999-07-01,4.905827,11_2021_art_33_normal_gab-1.xlsx
1999-08-01,4.829048,11_2021_art_33_normal_gab-1.xlsx
1999-09-01,4.760026,11_2021_art_33_normal_gab-1.xlsx
1999-10-01,4.691063,11_2021_art_33_normal_gab-1.xlsx
1999-11-01,4.604051,11_2021_art_33_normal_gab-1.xlsx
1999-12-01,4.490441,11_2021_art_33_normal_gab-1.xlsx
2000-01-01,4.435881,11_2021_art_33_normal_gab-1.xlsx
2000-02-01,4.391091,11_2021_art_33_normal_gab-1.xlsx
2000-03-01,4.382765,11_2021_art_33_normal_gab-1.xlsx
2000-04-01,4.374891,11_2021_art_33_normal_gab-1.xlsx
2000-05-01,4.36921,11_2021_art_33_normal_gab-1.xlsx
2000-06-01,4.340129,11_2021_art_33_normal_gab-1.xlsx
2000-07-01,4.300139,11_2021_art_33_normal_gab-1.xlsx
2000-08-01,4.205109,11_2021_art_33_normal_gab-1.xlsx
2000-09-01,4.129939,11_2021_art_33_normal_gab-1.xlsx
2000-10-01,4.10164,11_2021_art_33_normal_gab-1.xlsx
2000-11-01,4.086519,11_2021_art_33_normal_gab-1.xlsx
2000-12-01,4.07064,11_2021_art_33_normal_gab-1.xlsx
2001-01-01,4.039938,11_2021_art_33_normal_gab-1.xlsx
2001-02-01,4.020245,11_2021_art_33_normal_gab-1.xlsx
2001-03-01,4.006616,11_2021_art_33_normal_gab-1.xlsx
2001-04-01,3.974817,11_2021_art_33_normal_gab-1.xlsx
2001-05-01,3.930405,11_2021_art_33_normal_gab-1.xlsx
2001-06-01,3.913188,11_2021_art_33_normal_gab-1.xlsx
2001-07-01,3.856879,11_2021_art_33_normal_gab-1.xlsx
2001-08-01,3.795393,11_2021_art_33_normal_gab-1.xlsx
2001-09-01,3.761535,11_2021_art_33_normal_gab-1.xlsx
2001-10-01,3.747299,11_2021_art_33_normal_gab-1.xlsx
2001-11-01,3.693739,11_2021_art_33_normal_gab-1.xlsx
2001-12-01,3.665875,11_2021_art_33_normal_gab-1.xlsx
2002-01-01,3.659294,11_2021_art_33_normal_gab-1.xlsx
2002-02-01,3.652357,11_2021_art_33_normal_gab-1.xlsx
2002-03-01,3.645789,11_2021_art_33_normal_gab-1.xlsx
2002-04-01,3.641784,11_2021_art_33_normal_gab-1.xlsx
2002-05-01,3.61647,11_2021_art_33_normal_gab-1.xlsx
2002-06-01,3.576767,11_2021_art_33_normal_gab-1.xlsx
2002-07-01,3.51559,11_2021_art_33_normal_gab-1.xlsx
2002-08-01,3.444975,11_2021_art_33_normal_gab-1.xlsx
2002-09-01,3.365547,11_2021_art_33_normal_gab-1.xlsx
2002-10-01,3.278983,11_2021_art_33_normal_gab-1.xlsx
2002-11-01,3.146513,11_2021_art_33_normal_gab-1.xlsx
2002-12-01,2.972892,11_2021_art_33_normal_gab-1.xlsx
2003-01-01,2.894736,11_2021_art_33_normal_gab-1.xlsx
2003-02-01,2.833253,11_2021_art_33_normal_gab-1.xlsx
2003-03-01,2.788913,11_2021_art_33_normal_gab-1.xlsx
2003-04-01,2.743374,11_2021_art_33_normal_gab-1.xlsx
2003-05-01,2.73217,11_2021_art_33_normal_gab-1.xlsx
2003-06-01,2.750599,11_2021_art_33_normal_gab-1.xlsx
2003-07-01,2.769989,11_2021_art_33_normal_gab-1.xlsx
2003-08-01,2.775542,11_2021_art_33_normal_gab-1.xlsx
2003-09-01,2.758436,11_2021_art_33_normal_gab-1.xlsx
2003-10-01,2.729775,11_2021_art_33_normal_gab-1.xlsx
2003-11-01,2.717816,11_2021_art_33_normal_gab-1.xlsx
2003-12-01,2.704833,11_2021_art_33_normal_gab-1.xlsx
2004-01-01,2.688702,11_2021_art_33_normal_gab-1.xlsx
2004-02-01,2.667361,11_2021_art_33_normal_gab-1.xlsx
2004-03-01,2.657,11_2021_art_33_normal_gab-1.xlsx
2004-04-01,2.641944,11_2021_art_33_normal_gab-1.xlsx
2004-05-01,2.631155,11_2021_art_33_normal_gab-1.xlsx
2004-06-01,2.620669,11_2021_art_33_normal_gab-1.xlsx
2004-07-01,2.607639,11_2021_art_33_normal_gab-1.xlsx
2004-08-01,2.588736,11_2021_art_33_normal_gab-1.xlsx
2004-09-01,2.575856,11_2021_art_33_normal_gab-1.xlsx
2004-10-01,2.571486,11_2021_art_33_normal_gab-1.xlsx
2004-11-01,2.567124,11_2021_art_33_normal_gab-1.xlsx
2004-12-01,2.555873,11_2021_art_33_normal_gab-1.xlsx
2005-01-01,2.53408,11_2021_art_33_normal_gab-1.xlsx
2005-02-01,2.519719,11_2021_art_33_normal_gab-1.xlsx
2005-03-01,2.508681,11_2021_art_33_normal_gab-1.xlsx
2005-04-01,2.490499,11_2021_art_33_normal_gab-1.xlsx
2005-05-01,2.46804,11_2021_art_33_normal_gab-1.xlsx
2005-06-01,2.450884,11_2021_art_33_normal_gab-1.xlsx
2005-07-01,2.453582,11_2021_art_33_normal_gab-1.xlsx
2005-08-01,2.452846,11_2021_art_33_normal_gab-1.xlsx
2005-09-01,2.452846,11_2021_art_33_normal_gab-1.xlsx
2005-10-01,2.449173,11_2021_art_33_normal_gab-1.xlsx
2005-11-01,2.435055,11_2021_art_33_normal_gab-1.xlsx
2005-12-01,2.42197,11_2021_art_33_normal_gab-1.xlsx
2006-01-01,2.412324,11_2021_art_33_normal_gab-1.xlsx
2006-02-01,2.403192,11_2021_art_33_normal_gab-1.xlsx
2006-03-01,2.397679,11_2021_art_33_normal_gab-1.xlsx
2006-04-01,2.391219,11_2021_art_33_normal_gab-1.xlsx
2006-05-01,2.388356,11_2021_art_33_normal_gab-1.xlsx
2006-06-01,2.385256,11_2021_art_33_normal_gab-1.xlsx
2006-07-01,2.386922,11_2021_art_33_normal_gab-1.xlsx
2006-08-01,2.384301,11_2021_art_33_normal_gab-1.xlsx
2006-09-01,2.384775,11_2021_art_33_normal_gab-1.xlsx
2006-10-01,2.380968,11_2021_art_33_normal_gab-1.xlsx
2006-11-01,2.370774,11_2021_art_33_normal_gab-1.xlsx
2006-12-01,2.360856,11_2021_art_33_normal_gab-1.xlsx
2007-01-01,2.346307,11_2021_art_33_normal_gab-1.xlsx
2007-02-01,2.334873,11_2021_art_33_normal_gab-1.xlsx
2007-03-01,2.325105,11_2021_art_33_normal_gab-1.xlsx
